직업코드	직업명	등급	직업기술서	예시
22110	컴퓨터 하드웨어 개발자 및 연구원	A	가정, 산업, 군사 또는 과학용 컴퓨터나 컴퓨터 관련 장비를 연구, 설계, 개발 하고 시험하는 자, 컴퓨터와 컴퓨터 관련 장비 및 구성요소에 대한 제조, 설치를 감독하고 검사하는 자를 말한다.	컴퓨터 하드웨어 설계기술자, 컴퓨터 기기기술자, 컴퓨터네트워크장비 개발자, 컴퓨터 제어시스템개발원, 기록장치개발원(자기, 광자기 등), 디스크드라이브개발원, 하드디스크개발원, 컴퓨터메인보드개발원, 콘트롤러개발원, 입출력장치개발원
22121	통신공학 개발자 및 연구원	A	유·무선 통신망을 설계, 시공, 보전하며, 음성, 데이터, 방송에 관계되는 통신방식, 프로토콜, 기기와 설비를 연구, 설계, 분석, 시험 및 운영한다. 또한 통신시스템의 설계, 제작, 설치, 보수, 유지 및 관리업무를 계획하고 이에 관한 기술자문과 감리를 수행할 수도 있다.	핸드폰회로개발원, 무선전화기개발원, 모뎀개발 설계기술자, 디지털수신기개발원, 무선중계장치개발 설계 기술자, 광단국장치개발 설계 기술자, 통신응용서비스장비 개발자, VMS장비 개발자, SMS장비 개발자, 광전송장비 개발자, RF 기술자, 구내교환기 개발자, 기지국장치 개발자, 안테나 개발자, 네트워크통신기기개발 설계 기술자
22211	정보통신(IT)관련 개발자 및 프로그래머(모바일 애플리케이션 프로그래머 제외)	A	컴퓨터 시스템 설계, 소프트웨어, 하드웨어 개발, 웹개발 등 정보 시스템과 관련된 기술을 바탕으로 컴퓨터 시스템 및 소프트웨어의 설계, 분석 등 개발업무 전반을 수행하는 자, IT분야와 관련된 컨설팅을 전문으로 하는 직종으로 해당기업의 인적, 물적 자원 및 제반 조건에 관련된 자료를 수집·분석하는자	재무관리소프트웨어프로그래머, 정보체제프로그래머, 카메라프로그램개발자, 편집소프트웨어프로그래머, C++프로그래머, CRM프로그래머, 온라인게임개발가, 온라인게임프로그래머, 컴퓨터게임제작자,서브게임프로그래머, 네트워크프로그래머, 프로토콜개발자
22233	모바일 애플리케이션 프로그래머	A	스마트폰이나 태블릿PC 등 휴대용 단말기를 위해 개발되는 응용소프트웨어(애플리케이션)를 설계, 작성하고, 유지 및 개선하는 자를 말한다.	모바일앱 개발자, 어플개발자
22312	데이터 분석가	A	정형 또는 비정형 형태로 수집된 데이터를 활용 가능한 형태로 전환하고 가공한다. 가공한 데이터를 이용자의 수요에 맞추어 전문 지식을 바탕으로 통계기법 이나 모델링 등을 활용하여 분석하여 데이터에 숨겨진 형태나 유형을 발견함으로써 의사 결정에 도움이 되는 유용한 정보를 추출하고 부가가치가 높은 분석 결과를 도출한다.	빅데이터 분석가, 데이터 사이언티스트
22401	통신장비 기사	B	통신 기술자의 지휘, 감독 하에 유·무선 전화 및 전신 설비의 개발, 운용 및 보수에 관련된 기술적 업무를 수행한다.	공중기업망운용기술공, 광반송설비운용기술공, 광전송설비운용기술공, 교환기운용기술공, 국제통신망운용기술공, 동축전송설비운용기술공, 디지털회선분배장치운용기술공, 레이더전기통신기술공, 레이더통신기술공, 무선기지국운용기술공, 무선망관제원, 무선중계기시스템운영원, 무선통신사, 무선통신품질관리원, 부가서비스장비운용기술공, 부가통신장애처리원, 선박무선통신사, 선박통신사, 위성방송상품개발원, 위성통신망운용기술공, 유선통신망관리원, 유선통신장비조작원, 육상무선사, 육상무선통신기기조작원, 육상무선통신사, 이동전화교환기소통분석원, 전송설비운용기술공, 전신·전화통신기술공, 전신장비기사, 전신통신기술공, 전용회선시험원, 전용회선집중운용시스템운영원, 전자식교환기소통분석원, 전자통신기술공, 전화소통분석원, 전화통신기술공, 초고속통신망관리원, 통신기술원, 통신망개발기술공, 통신망관리기술공, 통신망운용원, 통신신호처리기술공, 통신위성장비조작원, 통신장비기사, 통신장애처리기술공, 통신품질관리기술공, 통화품질관리기술공, 항공기무선사, 항공무선통신사, 항공무선통신장비운영원, 항공무선통신장비조작원, 항공우주전기통신기술공, 항공우주통신기술공, 해상무선통신사, 해저전송설비운용기술공
22402	방송송출장비 기사	B	텔레비전의 방송장비를 조작하는 자로서 마이크로폰 및 앰프를 조작하고 음악, 대화 및 음향효과 사이에 조화를 유지하고, 정규방송을 위한 TV 화면과 방송의 기술성능을 유지시키기 위하여 계기 및 제어장치를 조작한다. 라디오 관련 장비의 조작을 포함한다.	TV방송장비조작원, TV방송조정장비조작원, TV송신장비조작원, TV스튜디오방송장비조작원, TV용영화방송장비조작원, 라디오방송장비조작원, 라디오방송조정장비조작원, 라디오부조기술감독, 라디오송신장비조작원, 라디오장비기술공, 라디오주조기술감독, 방송망장비운영기사, 방송매체엔지니어, 방송설비설계원, 방송송출장비기사, 방송스튜디오장비조작원, 방송장비기사, 방송주조감독, 방송중계차기술자, 방송통신기기설계원, 방송통신중계기술공, 송신기기설계원, 송신장비기사, 송신장비조작원, 영상부조기술감독, 웹방송엔지니어, 유선방송설비기사, 유선방송장비조작원, 음향기기기술공, 음향부조기술감독,방송, 이동방송장비운영원, 이동방송장비조작원, 중계차기술감독, 카메라부조기술감독, 텔레비전부조기술감독, 텔레비전송신장비운영원, 텔레비전송신장비조작원, 텔레비전장비기술공, 텔레비전주조기술감독, 확성장치조작원
23111	건축가	B	주거용, 상업 및 공업용 건물 등에 관하여 연구하고, 이들을 설계하며 건설, 유지 및 보수를 기획하는 자를 말한다. 또한 건축의 실내에 대한 연구 및 유지 보수를 기획하고 설계하며, 시공에 관한 전반적인 감독을 하는 자를 말한다.(인테리어 디자이너 제외)	건물건축가, 건물설계사, 건축기사, 건축설계사, 건축설계컨설팅및용역원, 실내건축가, 주택설계가, 건축디자이너, 건축설계기술자, 익스트리어디자이너
23112	건축공학기술자(현장작업미참여)	B	상업용, 공공시설 및 주거용 빌딩의 건설 및 수리를 위한 구조, 감리, 시공, 설비 안전, 건축에너지 등의 기술적 업무를 수행하는 자를 말한다.	건물구조기술자, 건물구조물기술자, 건물구조물토목기술자, 건축엔지니어링기술자, 건축가, 건축구조설계기술자, 건축구조연구기술자, 주택구조연구기술자
23121	토목공학기술자(현장작업미참여)	B	도로, 공항, 철도, 고속도로, 교량, 댐, 건축물, 항구 및 해안 시설물 등 다양한 구조물의 건설 사업을 계획, 설계, 관리한다. 시공 상세도면 등을 검토하고 확인하는 자,토목현장 작업자들의 직업적 부상 · 질병 · 사망 및 공해 방지와 재정 손실의 감소 · 제거 · 예방을 위하여 재해방지 · 위험방지 업무를 수행하는 자 포함	구조물토목기술자, 토목엔지니어링기술자, 건설토목기술공, 건설토목기술자, 건물건설토목기술자, 경량철도설계기술자, 고속도로설계원, 고속철도설계기술자, 공중위생토목기술자, 공항설계기술자, 공항활주로설계원, 관개기술자, 공항구조설계기술자, 댐구조설계기술자, 국도설계원, 굴뚝건설토목기술자, 도로·공항설계기술자, 수도개발계획원, 수자원개발설계기술자, 수자원설계기술자, 수자원연구원,댐건설, 일반철도설계기술자, 지하철도설계기술자, 철도설계기술자, 토목구조기술사
23130	조경기술자	C	토지나 시설물을 대상으로 경관을 생태적, 기능적, 심미적으로 조성하기 위해 조경 설계를 계획하고 상업용 프로젝트, 오피스단지, 공원, 골프코스 및 주택지 개발을 위한 조경건설을 검토하는 자, 조경에 대한 감리업무를 수행하는 자를 말한다. (단순종사원 제외)	문화재조경설계기술자, 문화재조경설계사, 조경설계가, 조경설계기술자, 조경설계사, 조경시설물설계사, 조경건축감리원
23141	도시,교통계획 및 설계가	B	도심지구, 도시, 군, 수도지역과 같은 지역관할권의 토지 및 자연 시설에 대한 포괄적인 계획 및 설계 프로그램을 개발하는 자,교통안전을 증대시키고 혼잡을 최소화하기 위한 도로 구조, 교통 노선과 통제에 관하여 연구, 기획 및 자문하는 자를 말한다.	도시주택단지설계가, 도시재생전문가, 도시개발설계가, 도시계획가, 도시계획기술자, 도시계획및설계가, 도시계획설계기술자, 도시설계가, 교통계획기술자, 교통계획및설계가, 교통과학기술자, 교통과학연구원, 교통기술자, 교통설계가, 교통설계기술자, 교통신호분석전문가, 교통신호설계및분석전문가, 교통연구원, 교통종합관리자, 구조설계기술자,교통, 구조연구기술자,교통, 도로교통연구원, 도로설계가,교통, 도로시스템설계가,교통, 도시교통연구원
23143	교통안전 및 영향 연구원	C	도로에서 발생하는 교통사고에 대한 사항을 추적·분석하여 도로 교통안전에 대한 연구를 전문으로 하는 자,사업의 시행 또는 시설의 설치로 인하여 발생할 교통장해 등 교통상의 각종 문제점 또는 그 효과를 검토·분석하는 자,지능형 교통시스템 및 교통 물류 관련 전문가 등을 포함하여 유사한 직무를 수행하는 자	교통사고개선연구원, 교통사고조사연구원, 교통안전기술자, 교통안전시설기술자, 교통안전시설물설계가, 교통안전시설연구원, 교통안전연구원, 교통안전조사전문가, 교통안전평가원, 교통운영연구원, 도로교통안전진단사, 철도교통연구원, 교통영향평가원
23151	측량 및 지리정보 전문가	B	경계 및 정확한 위치를 결정하기 위하여 토지표면을 측량하고 지형과 인위적 구조물을 묘사하며, 지도제작 및 건설작업을 위해 토지 면적을 측량하는 자,사진 측량을 계획하고 수행하며, 지형학상의 해도 또는 도표를 작성하고 수정하기 위해 사진측량 자료를 분석하는 자를 말한다.	광산측량사, 국토측량사, 수로측량사, 지적기술자, 지형측량사, 측량계산원, 측량기사, 지도제도사, 해도제도사
